ID	Label
ID	A rdfs:label
UBERON:0000160	intestine
UBERON:0000178	blood
UBERON:0000310	breast
UBERON:0000344	mucosa
UBERON:0000922	embryo
UBERON:0000945	stomach
UBERON:0000948	heart
UBERON:0000955	brain
UBERON:0000977	pleura
UBERON:0001015	musculature
UBERON:0001021	nerve
UBERON:0001043	esophagus
UBERON:0001052	rectum
UBERON:0001155	colon
UBERON:0001264	pancreas
UBERON:0001723	tongue
UBERON:0002048	lung
UBERON:0002049	vasculature
UBERON:0002097	skin of body
UBERON:0002106	spleen
UBERON:0002107	liver
UBERON:0002113	kidney
UBERON:0002240	spinal cord
UBERON:0002331	umbilical cord
UBERON:0002358	peritoneum
UBERON:0002360	meninx
UBERON:0007650	esophagogastric junction
